order_id,order_date,customer_id,region,product,quantity,unit_price,total_amount
10107,2023-04-19,CUST1058,East,Tablet,4,499.99,1999.96
10108,2023-08-04,CUST1032,North,Headphones,1,999.99,999.99
10109,2023-01-27,CUST1044,South,Laptop,1,199.99,199.99
10110,2023-05-07,CUST1025,North,Monitor,2,299.99,599.98
10111,2023-03-06,CUST1060,North,Monitor,2,799.99,1599.98
10112,2023-12-25,CUST1032,East,Mobile,5,999.99,4999.95
10113,2023-02-28,CUST1099,South,Tablet,1,999.99,999.99
10114,2023-01-14,CUST1039,West,Headphones,2,199.99,399.98
10115,2023-10-31,CUST1088,South,Laptop,3,999.99,2999.9700000000003
10116,2023-03-03,CUST1072,North,Tablet,5,799.99,3999.95
10117,2023-12-05,CUST1047,North,Monitor,3,199.99,599.97
10118,2023-08-04,CUST1062,North,Headphones,3,799.99,2399.9700000000003
10119,2023-12-29,CUST1019,West,Mobile,5,499.99,2499.95
10120,2023-11-12,CUST1068,West,Headphones,4,999.99,3999.96
10121,2023-05-18,CUST1041,South,Laptop,3,799.99,2399.9700000000003
10122,2023-05-05,CUST1096,West,Monitor,5,799.99,3999.95
10123,2023-06-22,CUST1003,West,Tablet,2,799.99,1599.98
10124,2023-04-19,CUST1045,East,Tablet,3,999.99,2999.9700000000003
10125,2023-12-26,CUST1035,North,Monitor,2,199.99,399.98
10126,2023-05-04,CUST1092,West,Headphones,5,299.99,1499.95
10127,2023-12-20,CUST1060,West,Headphones,1,199.99,199.99
10128,2023-05-31,CUST1028,West,Mobile,3,999.99,2999.9700000000003
10129,2023-07-08,CUST1060,East,Headphones,5,499.99,2499.95
10130,2023-06-30,CUST1089,West,Tablet,3,499.99,1499.97
10131,2023-04-29,CUST1015,South,Tablet,1,999.99,999.99
10132,2023-12-20,CUST1023,South,Mobile,4,499.99,1999.96
10133,2023-10-29,CUST1097,East,Laptop,2,499.99,999.98
10134,2023-04-27,CUST1046,South,Tablet,1,999.99,999.99
10135,2023-03-06,CUST1035,North,Laptop,5,499.99,2499.95
10136,2023-12-24,CUST1016,West,Laptop,1,999.99,999.99
10137,2023-05-26,CUST1060,West,Headphones,3,299.99,899.97
10138,2023-01-27,CUST1032,West,Laptop,1,799.99,799.99
10139,2023-09-09,CUST1009,North,Mobile,2,999.99,1999.98
10140,2023-06-05,CUST1010,South,Laptop,5,799.99,3999.95
10141,2023-11-07,CUST1076,South,Monitor,4,799.99,3199.96
10142,2023-08-15,CUST1038,West,Tablet,5,999.99,4999.95
10143,2023-01-31,CUST1078,North,Mobile,2,499.99,999.98
10144,2023-12-05,CUST1010,South,Mobile,2,999.99,1999.98
10145,2023-02-08,CUST1020,North,Headphones,4,999.99,3999.96
10146,2023-08-29,CUST1037,North,Mobile,3,499.99,1499.97
10147,2023-12-26,CUST1058,North,Mobile,3,999.99,2999.9700000000003
10148,2023-12-05,CUST1025,West,Laptop,5,299.99,1499.95
10149,2023-11-28,CUST1019,East,Mobile,1,199.99,199.99
10150,2023-03-26,CUST1039,East,Headphones,1,799.99,799.99
10151,2023-12-19,CUST1038,West,Tablet,5,999.99,4999.95
10152,2023-09-10,CUST1056,North,Monitor,1,799.99,799.99
10153,2023-06-15,CUST1077,East,Laptop,1,299.99,299.99
10154,2023-12-12,CUST1073,North,Tablet,5,199.99,999.95
10155,2023-03-31,CUST1060,West,Tablet,2,999.99,1999.98
10156,2023-08-12,CUST1081,West,Laptop,4,499.99,1999.96
10157,2023-07-29,CUST1042,East,Laptop,2,499.99,999.98
10158,2023-07-30,CUST1088,West,Tablet,4,999.99,3999.96
10159,2023-01-19,CUST1058,North,Tablet,3,499.99,1499.97
10160,2023-03-01,CUST1098,West,Monitor,1,999.99,999.99
10161,2023-08-25,CUST1052,North,Mobile,5,499.99,2499.95
10162,2023-11-15,CUST1096,West,Headphones,1,299.99,299.99
10163,2023-05-17,CUST1070,South,Tablet,4,799.99,3199.96
10164,2023-03-04,CUST1003,South,Mobile,3,999.99,2999.9700000000003
10165,2023-01-08,CUST1070,West,Laptop,2,199.99,399.98
10166,2023-08-25,CUST1015,South,Headphones,3,999.99,2999.9700000000003
10167,2023-12-28,CUST1034,West,Headphones,4,299.99,1199.96
10168,2023-08-22,CUST1070,South,Headphones,2,999.99,1999.98
10169,2023-09-18,CUST1095,South,Laptop,3,799.99,2399.9700000000003
10170,2023-06-24,CUST1100,East,Laptop,3,499.99,1499.97
10171,2023-10-28,CUST1074,West,Mobile,4,999.99,3999.96
10172,2023-09-05,CUST1044,East,Monitor,5,799.99,3999.95
10173,2023-08-22,CUST1041,South,Mobile,5,799.99,3999.95
10174,2023-04-30,CUST1099,West,Laptop,3,799.99,2399.9700000000003
10175,2023-12-28,CUST1048,West,Mobile,4,199.99,799.96
10176,2023-03-06,CUST1064,East,Laptop,4,199.99,799.96
10177,2023-09-27,CUST1058,North,Mobile,4,299.99,1199.96
10178,2023-02-08,CUST1060,East,Tablet,5,799.99,3999.95
10179,2023-11-29,CUST1010,East,Monitor,4,499.99,1999.96
10180,2023-11-17,CUST1091,West,Monitor,1,999.99,999.99
10181,2023-02-05,CUST1030,East,Mobile,1,799.99,799.99
10182,2023-02-20,CUST1097,North,Headphones,2,499.99,999.98
10183,2023-01-15,CUST1005,East,Laptop,3,499.99,1499.97
10184,2023-07-11,CUST1055,South,Mobile,5,799.99,3999.95
10185,2023-10-17,CUST1087,South,Mobile,2,199.99,399.98
10186,2023-11-09,CUST1048,South,Headphones,5,299.99,1499.95
10187,2023-04-29,CUST1059,East,Headphones,3,199.99,599.97
10188,2023-08-27,CUST1036,South,Laptop,4,499.99,1999.96
10189,2023-10-28,CUST1038,West,Tablet,4,499.99,1999.96
10190,2023-04-12,CUST1049,West,Laptop,2,799.99,1599.98
10191,2023-10-20,CUST1045,East,Tablet,1,799.99,799.99
10192,2023-05-21,CUST1001,North,Monitor,4,499.99,1999.96
10193,2023-04-28,CUST1077,East,Mobile,2,999.99,1999.98
10194,2023-05-09,CUST1086,South,Laptop,1,499.99,499.99
10195,2023-08-14,CUST1004,East,Mobile,1,499.99,499.99
10196,2023-06-17,CUST1095,West,Mobile,2,299.99,599.98
10197,2023-10-04,CUST1046,East,Mobile,3,799.99,2399.9700000000003
10198,2023-06-01,CUST1095,East,Laptop,4,199.99,799.96
10199,2023-03-14,CUST1096,South,Headphones,5,499.99,2499.95
10200,2023-02-16,CUST1050,North,Tablet,5,199.99,999.95
10201,2023-08-21,CUST1047,East,Monitor,4,499.99,1999.96
10202,2023-02-25,CUST1086,South,Headphones,1,999.99,999.99
10203,2023-10-15,CUST1041,South,Laptop,4,499.99,1999.96
10204,2023-11-29,CUST1052,North,Mobile,1,199.99,199.99
10205,2023-06-05,CUST1063,North,Laptop,2,999.99,1999.98
10206,2023-03-11,CUST1049,West,Tablet,5,799.99,3999.95
10207,2023-10-28,CUST1095,South,Headphones,1,799.99,799.99
10208,2023-11-12,CUST1052,East,Laptop,3,299.99,899.97
10209,2023-08-16,CUST1056,South,Tablet,1,499.99,499.99
10210,2023-10-06,CUST1082,East,Laptop,4,499.99,1999.96
10211,2023-04-08,CUST1015,West,Laptop,2,999.99,1999.98
10212,2023-01-11,CUST1006,East,Mobile,2,999.99,1999.98
10213,2023-04-16,CUST1008,South,Monitor,2,299.99,599.98
10214,2023-06-18,CUST1099,South,Monitor,1,499.99,499.99
10215,2023-03-16,CUST1016,East,Mobile,1,199.99,199.99
10216,2023-03-09,CUST1001,East,Mobile,5,499.99,2499.95
10217,2023-01-09,CUST1022,East,Laptop,2,799.99,1599.98
10218,2023-09-27,CUST1014,North,Headphones,4,499.99,1999.96
10219,2023-09-20,CUST1075,North,Headphones,5,299.99,1499.95
10220,2023-11-11,CUST1005,East,Headphones,1,199.99,199.99
10221,2023-09-03,CUST1051,West,Laptop,4,799.99,3199.96
10222,2023-02-07,CUST1010,East,Monitor,2,199.99,399.98
10223,2023-03-06,CUST1035,East,Headphones,5,999.99,4999.95
10224,2023-05-31,CUST1058,West,Laptop,1,999.99,999.99
10225,2023-04-21,CUST1055,West,Mobile,4,499.99,1999.96
10226,2023-08-21,CUST1051,West,Laptop,3,799.99,2399.9700000000003
10227,2023-06-10,CUST1085,East,Tablet,2,799.99,1599.98
10228,2023-02-04,CUST1011,North,Laptop,4,199.99,799.96
10229,2023-07-10,CUST1016,North,Monitor,5,999.99,4999.95
10230,2023-06-18,CUST1085,North,Headphones,3,799.99,2399.9700000000003
10231,2023-01-27,CUST1036,East,Tablet,1,999.99,999.99
10232,2023-09-17,CUST1027,South,Headphones,2,199.99,399.98
10233,2023-06-29,CUST1071,East,Laptop,3,999.99,2999.9700000000003
10234,2023-04-26,CUST1054,North,Monitor,3,199.99,599.97
10235,2023-04-03,CUST1034,East,Tablet,3,199.99,599.97
10236,2023-04-03,CUST1018,West,Laptop,2,199.99,399.98
10237,2023-02-16,CUST1095,South,Headphones,4,799.99,3199.96
10238,2023-06-24,CUST1020,East,Tablet,3,999.99,2999.9700000000003
10239,2023-11-02,CUST1010,North,Mobile,2,999.99,1999.98
10240,2023-01-26,CUST1086,North,Tablet,4,799.99,3199.96
10241,2023-09-06,CUST1077,West,Headphones,3,299.99,899.97
10242,2023-09-20,CUST1014,East,Headphones,1,499.99,499.99
10243,2023-12-14,CUST1086,West,Monitor,3,199.99,599.97
10244,2023-04-23,CUST1050,North,Laptop,2,499.99,999.98
10245,2023-04-19,CUST1098,South,Tablet,3,499.99,1499.97
10246,2023-03-03,CUST1000,West,Headphones,2,299.99,599.98
10247,2023-07-14,CUST1068,South,Monitor,5,499.99,2499.95
10248,2023-02-06,CUST1050,North,Headphones,1,799.99,799.99
10249,2023-02-09,CUST1040,West,Monitor,4,799.99,3199.96
10250,2023-05-29,CUST1014,West,Laptop,3,299.99,899.97
10251,2023-11-13,CUST1058,East,Laptop,4,199.99,799.96
10252,2023-05-05,CUST1055,West,Monitor,1,799.99,799.99
10253,2023-06-08,CUST1095,East,Mobile,3,299.99,899.97
10254,2023-02-09,CUST1065,North,Monitor,5,299.99,1499.95
10255,2023-06-28,CUST1044,South,Mobile,1,299.99,299.99
10256,2023-05-12,CUST1025,South,Monitor,2,199.99,399.98
10257,2023-04-01,CUST1098,West,Headphones,5,999.99,4999.95
10258,2023-08-18,CUST1087,East,Tablet,2,799.99,1599.98
10259,2023-02-04,CUST1060,West,Tablet,3,999.99,2999.9700000000003
10260,2023-01-29,CUST1045,North,Tablet,4,799.99,3199.96
10261,2023-01-20,CUST1007,East,Tablet,1,199.99,199.99
10262,2023-11-11,CUST1076,West,Headphones,5,999.99,4999.95
10263,2023-01-22,CUST1057,South,Tablet,5,799.99,3999.95
10264,2023-09-14,CUST1019,North,Headphones,1,499.99,499.99
10265,2023-02-13,CUST1064,South,Laptop,2,799.99,1599.98
10266,2023-08-13,CUST1067,South,Tablet,3,499.99,1499.97
10267,2023-07-18,CUST1052,East,Monitor,1,499.99,499.99
10268,2023-02-03,CUST1042,North,Monitor,4,499.99,1999.96
10269,2023-05-10,CUST1092,South,Tablet,1,999.99,999.99
10270,2023-12-06,CUST1018,East,Tablet,4,299.99,1199.96
10271,2023-11-01,CUST1090,North,Tablet,5,799.99,3999.95
10272,2023-11-26,CUST1042,South,Monitor,1,799.99,799.99
10273,2023-09-18,CUST1046,North,Tablet,3,299.99,899.97
10274,2023-04-20,CUST1043,West,Mobile,2,299.99,599.98
10275,2023-03-21,CUST1009,East,Laptop,5,999.99,4999.95
10276,2023-09-27,CUST1004,East,Monitor,2,999.99,1999.98
10277,2023-07-12,CUST1019,South,Mobile,5,299.99,1499.95
10278,2023-08-13,CUST1005,West,Tablet,2,799.99,1599.98
10279,2023-11-09,CUST1036,West,Mobile,5,299.99,1499.95
10280,2023-06-08,CUST1100,West,Mobile,3,999.99,2999.9700000000003
10281,2023-08-14,CUST1059,East,Headphones,5,999.99,4999.95
10282,2023-08-03,CUST1020,South,Monitor,2,499.99,999.98
10283,2023-01-27,CUST1082,West,Tablet,5,199.99,999.95
10284,2023-12-31,CUST1066,North,Tablet,1,299.99,299.99
10285,2023-05-20,CUST1057,South,Headphones,1,299.99,299.99
10286,2023-08-19,CUST1044,North,Headphones,1,799.99,799.99
10287,2023-09-15,CUST1047,South,Headphones,1,499.99,499.99
10288,2023-04-25,CUST1003,East,Laptop,3,299.99,899.97
10289,2023-03-12,CUST1004,East,Headphones,2,799.99,1599.98
10290,2023-08-18,CUST1078,North,Laptop,1,499.99,499.99
10291,2023-04-21,CUST1019,West,Laptop,3,299.99,899.97
10292,2023-06-04,CUST1015,North,Mobile,4,999.99,3999.96
10293,2023-08-23,CUST1008,North,Headphones,5,999.99,4999.95
10294,2023-01-09,CUST1080,South,Mobile,3,799.99,2399.9700000000003
10295,2023-01-01,CUST1078,East,Mobile,5,799.99,3999.95
10296,2023-04-06,CUST1085,North,Monitor,3,199.99,599.97
10297,2023-09-27,CUST1069,North,Headphones,4,199.99,799.96
10298,2023-11-22,CUST1049,East,Tablet,1,499.99,499.99
10299,2023-02-04,CUST1044,South,Laptop,5,499.99,2499.95
10300,2023-03-10,CUST1005,East,Monitor,3,299.99,899.97
10301,2023-12-17,CUST1059,West,Mobile,2,199.99,399.98
10302,2023-08-23,CUST1004,East,Mobile,1,299.99,299.99
10303,2023-01-22,CUST1040,East,Monitor,4,999.99,3999.96
10304,2023-08-31,CUST1032,North,Mobile,3,499.99,1499.97
10305,2023-01-25,CUST1083,East,Tablet,1,499.99,499.99
10306,2023-08-12,CUST1051,West,Headphones,3,299.99,899.97
10307,2023-09-12,CUST1088,West,Tablet,5,499.99,2499.95
10308,2023-02-12,CUST1093,West,Laptop,4,999.99,3999.96
10309,2023-04-03,CUST1069,East,Tablet,1,199.99,199.99
10310,2023-06-17,CUST1084,East,Tablet,4,999.99,3999.96
10311,2023-08-07,CUST1021,West,Tablet,4,199.99,799.96
10312,2023-06-30,CUST1078,West,Tablet,1,199.99,199.99
10313,2023-12-10,CUST1081,West,Tablet,5,299.99,1499.95
10314,2023-01-16,CUST1018,West,Laptop,2,199.99,399.98
10315,2023-05-01,CUST1099,East,Tablet,4,999.99,3999.96
10316,2023-01-17,CUST1077,South,Headphones,3,499.99,1499.97
10317,2023-08-16,CUST1097,North,Monitor,2,999.99,1999.98
10318,2023-07-07,CUST1050,East,Tablet,2,199.99,399.98
10319,2023-01-14,CUST1094,South,Headphones,5,799.99,3999.95
10320,2023-10-15,CUST1015,East,Tablet,4,299.99,1199.96
10321,2023-11-10,CUST1036,West,Mobile,1,299.99,299.99
10322,2023-02-07,CUST1057,South,Headphones,1,499.99,499.99
10323,2023-12-08,CUST1044,North,Monitor,5,499.99,2499.95
10324,2023-06-03,CUST1020,South,Tablet,5,299.99,1499.95
10325,2023-03-04,CUST1025,South,Mobile,4,199.99,799.96
10326,2023-07-04,CUST1070,East,Headphones,5,299.99,1499.95
10327,2023-11-10,CUST1011,North,Tablet,4,799.99,3199.96
10328,2023-09-27,CUST1052,West,Monitor,1,299.99,299.99
10329,2023-06-12,CUST1082,North,Headphones,4,999.99,3999.96
10330,2023-06-26,CUST1016,South,Mobile,4,999.99,3999.96
10331,2023-01-29,CUST1015,South,Tablet,2,299.99,599.98
10332,2023-06-15,CUST1090,South,Tablet,5,499.99,2499.95
10333,2023-02-10,CUST1032,South,Monitor,3,299.99,899.97
10334,2023-11-17,CUST1038,North,Monitor,2,999.99,1999.98
10335,2023-10-25,CUST1019,South,Monitor,5,499.99,2499.95
10336,2023-10-16,CUST1005,North,Laptop,1,999.99,999.99
10337,2023-05-16,CUST1083,South,Monitor,4,999.99,3999.96
10338,2023-11-24,CUST1003,West,Monitor,3,499.99,1499.97
10339,2023-09-05,CUST1031,West,Tablet,4,199.99,799.96
10340,2023-12-19,CUST1007,South,Headphones,4,799.99,3199.96
10341,2023-08-26,CUST1026,East,Monitor,2,499.99,999.98
10342,2023-06-13,CUST1093,East,Headphones,2,499.99,999.98
10343,2023-09-21,CUST1071,North,Tablet,2,799.99,1599.98
10344,2023-03-04,CUST1034,West,Mobile,2,199.99,399.98
10345,2023-01-26,CUST1037,West,Monitor,4,299.99,1199.96
10346,2023-03-23,CUST1041,East,Mobile,2,799.99,1599.98
10347,2023-09-21,CUST1059,West,Tablet,4,199.99,799.96
10348,2023-02-16,CUST1050,West,Mobile,2,999.99,1999.98
10349,2023-06-30,CUST1006,North,Tablet,4,999.99,3999.96
10350,2023-12-01,CUST1086,West,Tablet,5,199.99,999.95
10351,2023-02-25,CUST1055,South,Tablet,3,799.99,2399.9700000000003
10352,2023-07-07,CUST1005,West,Laptop,5,999.99,4999.95
10353,2023-04-10,CUST1046,East,Laptop,4,999.99,3999.96
10354,2023-08-19,CUST1097,East,Monitor,5,199.99,999.95
10355,2023-03-07,CUST1012,West,Tablet,3,999.99,2999.9700000000003
10356,2023-07-07,CUST1096,South,Mobile,5,999.99,4999.95
10357,2023-07-25,CUST1064,North,Laptop,1,299.99,299.99
10358,2023-06-20,CUST1060,West,Mobile,5,999.99,4999.95
10359,2023-03-13,CUST1041,East,Mobile,4,999.99,3999.96
10360,2023-06-03,CUST1075,East,Monitor,5,999.99,4999.95
10361,2023-09-08,CUST1090,East,Headphones,1,499.99,499.99
10362,2023-06-19,CUST1086,North,Headphones,5,499.99,2499.95
10363,2023-12-19,CUST1080,North,Monitor,4,499.99,1999.96
10364,2023-12-02,CUST1100,South,Laptop,5,799.99,3999.95
10365,2023-03-29,CUST1067,West,Mobile,2,199.99,399.98
10366,2023-10-21,CUST1089,North,Mobile,1,799.99,799.99
10367,2023-06-10,CUST1053,South,Headphones,2,799.99,1599.98
10368,2023-09-14,CUST1099,West,Laptop,2,999.99,1999.98
10369,2023-04-17,CUST1071,East,Headphones,5,799.99,3999.95
10370,2023-06-10,CUST1022,West,Monitor,3,999.99,2999.9700000000003
10371,2023-07-01,CUST1086,East,Monitor,4,299.99,1199.96
10372,2023-05-07,CUST1035,East,Mobile,3,499.99,1499.97
10373,2023-12-27,CUST1026,West,Tablet,4,499.99,1999.96
10374,2023-10-14,CUST1092,East,Tablet,1,999.99,999.99
10375,2023-12-13,CUST1069,West,Headphones,3,299.99,899.97
10376,2023-05-29,CUST1005,East,Laptop,3,799.99,2399.9700000000003
10377,2023-12-02,CUST1032,West,Mobile,2,999.99,1999.98
10378,2023-05-19,CUST1071,East,Mobile,1,999.99,999.99
10379,2023-10-28,CUST1030,South,Laptop,5,299.99,1499.95
10380,2023-11-23,CUST1029,North,Laptop,4,499.99,1999.96
10381,2023-08-30,CUST1012,South,Laptop,5,299.99,1499.95
10382,2023-07-28,CUST1083,West,Headphones,2,499.99,999.98
10383,2023-06-14,CUST1036,North,Laptop,5,299.99,1499.95
10384,2023-10-01,CUST1094,North,Mobile,4,299.99,1199.96
10385,2023-01-19,CUST1050,West,Mobile,3,199.99,599.97
10386,2023-01-05,CUST1038,North,Tablet,3,799.99,2399.9700000000003
10387,2023-11-25,CUST1069,West,Mobile,5,799.99,3999.95
10388,2023-05-20,CUST1024,North,Tablet,2,799.99,1599.98
10389,2023-11-28,CUST1032,South,Laptop,3,499.99,1499.97
10390,2023-10-18,CUST1086,South,Mobile,5,799.99,3999.95
10391,2023-08-07,CUST1065,East,Laptop,4,199.99,799.96
10392,2023-04-05,CUST1017,West,Tablet,2,199.99,399.98
10393,2023-05-14,CUST1049,South,Headphones,3,499.99,1499.97
10394,2023-06-04,CUST1074,North,Tablet,3,299.99,899.97
10395,2023-02-01,CUST1085,North,Headphones,3,299.99,899.97
10396,2023-07-27,CUST1087,East,Laptop,3,499.99,1499.97
10397,2023-11-11,CUST1028,South,Mobile,4,299.99,1199.96
10398,2023-08-21,CUST1095,East,Headphones,5,799.99,3999.95
10399,2023-10-03,CUST1085,South,Mobile,5,199.99,999.95
10400,2023-09-27,CUST1057,East,Laptop,5,199.99,999.95
10401,2023-02-01,CUST1070,South,Monitor,5,299.99,1499.95
10402,2023-03-26,CUST1041,West,Laptop,2,999.99,1999.98
10403,2023-09-08,CUST1011,West,Laptop,4,299.99,1199.96
10404,2023-09-20,CUST1053,West,Monitor,1,999.99,999.99
10405,2023-08-25,CUST1086,East,Laptop,4,499.99,1999.96
10406,2023-01-02,CUST1095,South,Monitor,1,199.99,199.99
10407,2023-08-05,CUST1044,North,Monitor,1,199.99,199.99
10408,2023-08-30,CUST1004,East,Headphones,2,299.99,599.98
10409,2023-11-25,CUST1093,West,Tablet,4,799.99,3199.96
10410,2023-07-13,CUST1048,North,Monitor,2,499.99,999.98
10411,2023-03-02,CUST1022,West,Monitor,2,299.99,599.98
